"session_goal_id","goal_tracker_id","activity","present","datetime","clicks","created_by","updated_by","created_at","updated_at"
a5b83d47-97d1-4775-aa76-b37bf239e7a6,"70a54c55-5629-40f8-b74e-6b1c6cc75a49",,false,,9,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:31:41.632,2023-06-22 05:31:41.632
a5b83d47-97d1-4775-aa76-b37bf239e7a6,fc568e7d-347d-4642-bc03-735efd8ecf29,,false,,10,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:31:41.632,2023-06-22 05:31:41.632
"6ea40eeb-d15e-477d-b195-75eeddbd661f","9f6f9824-234c-43e5-9f1d-9f5b7961702d",,false,,8,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:41:14.276,2023-06-22 05:41:14.276
"6ea40eeb-d15e-477d-b195-75eeddbd661f","204f7424-7d18-4380-b39b-29e9d065e994",,false,,7,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:41:14.276,2023-06-22 05:41:14.276
"6ea40eeb-d15e-477d-b195-75eeddbd661f","7638e44e-2848-467e-9bd9-a202b3f8004f",,false,,5,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:41:14.276,2023-06-22 05:41:14.276
"992c1991-4500-4fbf-93e0-b43fcba5325b","70a54c55-5629-40f8-b74e-6b1c6cc75a49",,false,,12,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:41:14.276,2023-06-22 05:41:14.276
"992c1991-4500-4fbf-93e0-b43fcba5325b",fc568e7d-347d-4642-bc03-735efd8ecf29,,false,,10,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:41:14.276,2023-06-22 05:41:14.276
"8da6254a-207b-41d2-9175-a7815ddb1e0a","5cd3bf50-b9d5-496d-b6d5-1b54b91787bd",,false,,1,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-07-17 15:45:04.124,2023-07-17 15:45:04.124
"8ceb08a5-7d13-4831-9a1b-8662705c1d8a","7ac2bc80-470d-41c7-a79d-de5c1d9e3ed8",,false,,8,"0187606d-dbb7-4b46-9f99-98c3a1ac125c","0187606d-dbb7-4b46-9f99-98c3a1ac125c",2023-07-17 20:05:22.357,2023-07-17 20:05:22.357
"01f4e5da-3970-4909-abc5-098e69a05368","94b95953-0803-427a-9ebc-8e8852bfd929",,false,,,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-07-18 05:19:07.605,2023-07-18 05:19:07.605
"01f4e5da-3970-4909-abc5-098e69a05368","9cfb2663-b0ec-418d-8a79-7f5a67b01c72",,false,,,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-07-18 05:19:07.605,2023-07-18 05:19:07.605
"01f4e5da-3970-4909-abc5-098e69a05368","8cf0cb5f-1f35-4c8d-8bd9-d5f8ea01de4b",,false,,,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-07-18 05:19:07.605,2023-07-18 05:19:07.605
"34104184-a235-410e-8871-4f7102424c52",d8119798-0c0b-433d-a12b-4a8f4fdc5695,,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:54:43.480,2023-06-14 13:54:43.480
"34104184-a235-410e-8871-4f7102424c52","409ccc7a-ee12-4b84-adea-a639a01d7ed4",,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:54:43.480,2023-06-14 13:54:43.480
"34104184-a235-410e-8871-4f7102424c52",a444cbe4-c17d-422f-a7c3-c6348f3e13e9,,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:54:43.480,2023-06-14 13:54:43.480
"34104184-a235-410e-8871-4f7102424c52","7d2d5b9d-d4ed-439e-81f7-640ef79da15d",,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:54:43.480,2023-06-14 13:54:43.480
"34104184-a235-410e-8871-4f7102424c52","427d1273-cdbd-45c0-84e6-516a8792a7f3",,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:54:43.480,2023-06-14 13:54:43.480
"91cd9abd-979c-4fae-b441-830fab4c7d5c","01716a80-2749-463b-943d-a5f92c3d1d0e",,false,,,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 04:59:28.705,2023-06-15 04:59:28.705
"91cd9abd-979c-4fae-b441-830fab4c7d5c","2ab753d9-894f-4fd1-8f4a-7317c7e027c5",,false,,,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 04:59:28.705,2023-06-15 04:59:28.705
"91cd9abd-979c-4fae-b441-830fab4c7d5c","656cb3fd-d64b-4001-a2a2-9e3bf5e74c95",,false,,,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 04:59:28.705,2023-06-15 04:59:28.705
"65364a98-3f80-44f6-bfcf-c901cf5ad31a",b12821f3-1489-48f0-a764-979911a83fc4,,false,,,"8d547e8c-81c7-431a-b2b5-3dc95076ae70","8d547e8c-81c7-431a-b2b5-3dc95076ae70",2023-06-16 14:03:23.296,2023-06-16 14:03:23.296
"65364a98-3f80-44f6-bfcf-c901cf5ad31a","09efb9bf-c706-4561-a4aa-00134c17fc0e",,false,,,"8d547e8c-81c7-431a-b2b5-3dc95076ae70","8d547e8c-81c7-431a-b2b5-3dc95076ae70",2023-06-16 14:03:23.296,2023-06-16 14:03:23.296
"65364a98-3f80-44f6-bfcf-c901cf5ad31a",e3a13bb1-c95d-4e8c-a479-df651355e2ce,,false,,,"8d547e8c-81c7-431a-b2b5-3dc95076ae70","8d547e8c-81c7-431a-b2b5-3dc95076ae70",2023-06-16 14:03:23.296,2023-06-16 14:03:23.296
"38e2316a-86b3-4c1c-a239-5a3efc04458b","9596a999-c27f-42be-8251-b047d54b2aba",,false,,11,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-19 06:11:46.840,2023-06-19 06:11:46.840
"38e2316a-86b3-4c1c-a239-5a3efc04458b",ec7dc5af-5ccb-427c-8614-13dc69c458ac,,false,,8,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-19 06:11:46.840,2023-06-19 06:11:46.840
"38e2316a-86b3-4c1c-a239-5a3efc04458b","5bce8105-43a6-455e-9481-e736bd018d99",,false,,7,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-19 06:11:46.840,2023-06-19 06:11:46.840
"38e2316a-86b3-4c1c-a239-5a3efc04458b","3a52e919-b1a8-4046-9a5f-0d8b2b3d2fd8",,false,,6,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-19 06:11:46.840,2023-06-19 06:11:46.840
d09e6962-8d4d-4abe-b1d6-aed9cd50446d,d8e33737-28bf-42f9-bf93-54a520f4efcd,,false,,,"8d547e8c-81c7-431a-b2b5-3dc95076ae70","8d547e8c-81c7-431a-b2b5-3dc95076ae70",2023-06-20 19:37:55.239,2023-06-20 19:37:55.239
d09e6962-8d4d-4abe-b1d6-aed9cd50446d,"119b6ec0-fc68-4019-8feb-b1d727164cbd",,false,,,"8d547e8c-81c7-431a-b2b5-3dc95076ae70","8d547e8c-81c7-431a-b2b5-3dc95076ae70",2023-06-20 19:37:55.239,2023-06-20 19:37:55.239
d09e6962-8d4d-4abe-b1d6-aed9cd50446d,"7a98a683-993f-4f04-8fa2-79b1209fc40e",,false,,,"8d547e8c-81c7-431a-b2b5-3dc95076ae70","8d547e8c-81c7-431a-b2b5-3dc95076ae70",2023-06-20 19:37:55.239,2023-06-20 19:37:55.239
f4e6da1d-8f81-472d-ae50-6767870812db,ba48bb46-1fa0-4ab3-b4a1-45f8f0d86c67,,false,,7,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 07:23:39.291,2023-06-21 07:23:39.291
f4e6da1d-8f81-472d-ae50-6767870812db,"31841ee8-8d88-4a89-bb26-b25a7a32f155",,false,,5,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 07:23:39.291,2023-06-21 07:23:39.291
f4e6da1d-8f81-472d-ae50-6767870812db,"95bcf16e-144a-4206-8586-dce972b674d5",,false,,9,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 07:23:39.291,2023-06-21 07:23:39.291
"6602c135-4c8c-4f08-afee-75491cb699db",d6602797-5d8b-463d-a479-0acd83ac16d1,,false,,11,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 07:23:39.291,2023-06-21 07:23:39.291
"6602c135-4c8c-4f08-afee-75491cb699db",badb3cc7-4ab7-4338-bb08-b7af181a95f7,,false,,9,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 07:23:39.291,2023-06-21 07:23:39.291
"6602c135-4c8c-4f08-afee-75491cb699db","1253c371-edf4-4d37-ad17-c15f5fcac75e",,false,,5,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 07:23:39.291,2023-06-21 07:23:39.291
"1c3a9a96-69c4-42ef-802a-6643e6c44906",b79ba958-9629-45c7-8af9-6211fb00c090,,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 13:48:04.976,2023-06-21 13:48:04.976
"1c3a9a96-69c4-42ef-802a-6643e6c44906","62db8a22-07f3-470c-8294-880f694d154c",,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 13:48:04.976,2023-06-21 13:48:04.976
"1c3a9a96-69c4-42ef-802a-6643e6c44906","0d8b009e-0064-4af2-9c67-2ecdf17e2662",,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 13:48:04.976,2023-06-21 13:48:04.976
"6e8d0b70-d96c-4889-8e5b-c98f5f3662d2","7cf73a5a-33ee-4240-8455-d8a044da6641",,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 14:14:44.486,2023-06-21 14:14:44.486
"6e8d0b70-d96c-4889-8e5b-c98f5f3662d2",bba0c28f-251f-449e-9615-08e0e6ddb35f,,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 14:14:44.486,2023-06-21 14:14:44.486
"6e8d0b70-d96c-4889-8e5b-c98f5f3662d2","8e865837-6da0-434b-baa9-3a18339c360a",,false,,,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 14:14:44.486,2023-06-21 14:14:44.486
"42de1226-d1f9-4757-bebc-f5bc6850acac","0d8b009e-0064-4af2-9c67-2ecdf17e2662",,false,,1,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 15:04:47.242,2023-06-21 15:04:47.242
"42de1226-d1f9-4757-bebc-f5bc6850acac","62db8a22-07f3-470c-8294-880f694d154c",,false,,1,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 15:04:47.242,2023-06-21 15:04:47.242
"5a345e54-2c47-4b35-b6c9-bbd2f113419c","52a275be-c99e-4ec7-be4b-69c95c1cbddb",,false,,5,"4ccf43fc-53a3-4020-9db7-058cf15fa89e","4ccf43fc-53a3-4020-9db7-058cf15fa89e",2023-06-13 18:56:19.551,2023-06-13 18:56:19.551
"5a345e54-2c47-4b35-b6c9-bbd2f113419c",d09bd535-b811-4498-8e96-b0e80a004000,,false,,3,"4ccf43fc-53a3-4020-9db7-058cf15fa89e","4ccf43fc-53a3-4020-9db7-058cf15fa89e",2023-06-13 18:56:19.551,2023-06-13 18:56:19.551
"5a345e54-2c47-4b35-b6c9-bbd2f113419c",dd8af956-f012-48c6-871d-b613446dc22f,,false,,2,"4ccf43fc-53a3-4020-9db7-058cf15fa89e","4ccf43fc-53a3-4020-9db7-058cf15fa89e",2023-06-13 18:56:19.551,2023-06-13 18:56:19.551
"42de1226-d1f9-4757-bebc-f5bc6850acac",b79ba958-9629-45c7-8af9-6211fb00c090,,false,,1,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 15:04:47.242,2023-06-21 15:04:47.242
"9080d444-4d29-4465-97bf-a29805651de6",b12821f3-1489-48f0-a764-979911a83fc4,,false,,7,a9d212cd-ff69-4e5c-b97a-0300bce58ff2,a9d212cd-ff69-4e5c-b97a-0300bce58ff2,2023-06-13 22:07:20.975,2023-06-13 22:07:20.975
"9080d444-4d29-4465-97bf-a29805651de6","09efb9bf-c706-4561-a4aa-00134c17fc0e",,false,,3,a9d212cd-ff69-4e5c-b97a-0300bce58ff2,a9d212cd-ff69-4e5c-b97a-0300bce58ff2,2023-06-13 22:07:20.975,2023-06-13 22:07:20.975
c6a9b0a4-d927-403d-b5ed-c47a163e95a6,"9f6f9824-234c-43e5-9f1d-9f5b7961702d",,false,,7,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:20:43.391,2023-06-22 05:20:43.391
c6a9b0a4-d927-403d-b5ed-c47a163e95a6,"204f7424-7d18-4380-b39b-29e9d065e994",,false,,10,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:20:43.391,2023-06-22 05:20:43.391
c6a9b0a4-d927-403d-b5ed-c47a163e95a6,"7638e44e-2848-467e-9bd9-a202b3f8004f",,false,,6,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:20:43.391,2023-06-22 05:20:43.391
