"session_rate_id","name","rate_order","created_by","updated_by","created_at","updated_at"
"771440c2-1642-457a-98da-50bf0d05db7e",Progress,1,da9c711f-8449-4baf-bbe9-865e3272d5d6,da9c711f-8449-4baf-bbe9-865e3272d5d6,2023-04-28 09:42:32.431,2023-04-28 09:42:32.431
"73746298-b121-4aa1-a33a-d86c5bf7e1c3",Minimal Progress,2,da9c711f-8449-4baf-bbe9-865e3272d5d6,da9c711f-8449-4baf-bbe9-865e3272d5d6,2023-04-28 09:42:32.431,2023-04-28 09:42:32.431
dd944fed-9d09-43e7-b536-fbe8579e2522,No Progress,3,da9c711f-8449-4baf-bbe9-865e3272d5d6,da9c711f-8449-4baf-bbe9-865e3272d5d6,2023-04-28 09:42:32.431,2023-04-28 09:42:32.431
b2b964f5-2b66-498b-9fe5-935b788fce90,Regression,4,da9c711f-8449-4baf-bbe9-865e3272d5d6,da9c711f-8449-4baf-bbe9-865e3272d5d6,2023-04-28 09:42:32.431,2023-04-28 09:42:32.431
adf75c44-28ca-41d3-917d-896000ca4c38,Maintenance,5,da9c711f-8449-4baf-bbe9-865e3272d5d6,da9c711f-8449-4baf-bbe9-865e3272d5d6,2023-04-28 09:42:32.431,2023-04-28 09:42:32.431
"4808ea3a-0268-4934-add2-8ad084e31b67",Goal Met,6,da9c711f-8449-4baf-bbe9-865e3272d5d6,da9c711f-8449-4baf-bbe9-865e3272d5d6,2023-04-28 09:42:32.431,2023-04-28 09:42:32.431
eee50053-9670-4f8b-a2c3-8e8eafb2a5d8,Goal Not Targeted,7,da9c711f-8449-4baf-bbe9-865e3272d5d6,da9c711f-8449-4baf-bbe9-865e3272d5d6,2023-04-28 09:42:32.431,2023-04-28 09:42:32.431
