"session_client_id","client_id","customer_id","division_id","session_id","plan_id","present","notes","client_absence_reason_id","notes_plan","data_session","created_by","updated_by","created_at","updated_at","client_attendance","show_goals","session_notes_plan"
a9df0d5f-3a6f-4084-ab71-f859e0ccca83,fb841292-6222-44c7-a802-fc5ac3e6c5b3,b90b0bca-1ffc-4954-b30e-23453ee8a65e,,"9955fc0b-b1d1-4d14-8d5a-e03d9ecfed90",d48b6210-cf50-4584-8441-9aa70657ad83,true,"",,,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-13 05:28:30.424,2023-06-13 05:28:30.424,false,false,false
"972d68c9-e34c-4fca-9202-432363ca00de",fb44eef0-832f-423a-a967-aa5cb4f7a2af,"156ad061-f215-46fa-96e4-bfaa0c07ebfb",,"093b4fd7-6e2d-4b38-a9f5-7ec1c0b639df",a5d313e7-dcba-4025-b812-e2caa3a24e65,true,"",,,true,"8d547e8c-81c7-431a-b2b5-3dc95076ae70","8d547e8c-81c7-431a-b2b5-3dc95076ae70",2023-06-16 14:03:23.296,2023-06-16 14:03:23.296,false,false,false
"24f709c8-b865-41fb-b0ee-3b963ed5ab7d",b0f63a68-deeb-4e23-b05b-9a2ed39efc04,"13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,cafb063b-97b7-473e-a50d-d7c9c4db4ebe,"9452cf65-39ff-4fc0-970d-ebc0e6332fda",true,"",,nmfnfjkfkkmkg,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-15 04:48:09.354,2023-06-15 04:48:09.354,false,false,false
a83358d6-c51e-47ab-b2cf-c69935bb7e07,c36a5174-fdd7-492a-b2c8-e942b0fc5b8d,"13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,"7389f04e-afd4-4f60-bc85-48b8e005f1c2","881eee4c-1167-4d7e-aa76-46112f15348a",true,"""[{\""Type\"":\""Text\"",\""Title\"":\""Quick Plan Note Title\"",\""fieldName\"":\""quick_plan_notes\"",\""Required\"":\""Y\"",\""HelpText\"":\""notes\""}]""",,notes,false,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-19 04:50:04.265,2023-06-19 04:50:04.265,false,false,false
e996a19e-0be7-4d24-ba98-e1d209252ba1,fb841292-6222-44c7-a802-fc5ac3e6c5b3,b90b0bca-1ffc-4954-b30e-23453ee8a65e,,"5258af3f-1647-46a3-aa79-b9fec1848449",d48b6210-cf50-4584-8441-9aa70657ad83,true,"",,"4g",true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-13 05:47:00.382,2023-06-13 05:47:00.382,false,false,false
c26f7736-8f4c-4a64-b16e-984fdcede4ec,"2e924ef5-4820-4657-9e0c-d07c0f28c114","2d6861de-6343-48f4-acf2-729bfb057409",,afc5cdb8-3b3c-41c0-acb0-14407b77b482,e2425e38-6205-4703-946c-d7841bf7404b,true,"",,Session Notes & Plan 2,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-19 06:10:14.158,2023-06-19 06:10:14.158,false,false,false
"7e541f0e-b08a-4050-91b0-8769b5989dc7",a0bf6500-e77c-4a3c-9fe8-9ede7cba2f76,"13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,"1eedc83d-857e-4b49-b6ad-c559a103878a",,true,"",,Notes,false,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-20 05:10:13.676,2023-06-20 05:10:13.676,false,false,false
"539c02cd-7fee-4d37-a920-d33560777305","98a073e0-054d-47a8-bff6-bcbbcc27634c",b6d50805-d164-45e5-b63c-88b37a569c52,,"31825502-e6b8-422d-8f81-10bc8a25c9bb","787c8fb5-7ebb-4ae3-82aa-a3f1649f6202",true,"",,Notes & Plan,true,b8d629e0-4fad-4877-aa9b-52529dd3a83b,b8d629e0-4fad-4877-aa9b-52529dd3a83b,2023-06-19 06:13:41.623,2023-06-19 06:13:41.623,false,false,false
"02a3f575-117e-4e0f-9282-706a828a721f",c36a5174-fdd7-492a-b2c8-e942b0fc5b8d,"13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,"1eedc83d-857e-4b49-b6ad-c559a103878a",c2ddf542-3418-4291-89b3-d33054943995,true,"",,Notes,true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-20 05:10:13.676,2023-06-20 05:10:13.676,false,false,false
ae48aa31-b7c1-47f2-ac36-347d4e246ed5,"91f4fe7b-9041-435c-9f7e-41f1a90f1d7f","13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,"9abee141-7993-4af2-b342-78570731d782",,true,"",,,false,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-14 09:45:34.833,2023-06-14 09:45:34.833,false,false,false
"914af438-d886-4b47-8a53-e4b753681165",fb841292-6222-44c7-a802-fc5ac3e6c5b3,b90b0bca-1ffc-4954-b30e-23453ee8a65e,,"69bf63c4-7626-49e6-a16a-e791d10bb79e",d48b6210-cf50-4584-8441-9aa70657ad83,true,"",,test,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-14 06:35:56.420,2023-06-14 06:35:56.420,false,false,false
cf87edd4-3414-4fdc-8701-34a1be5c8251,"06de79e9-29df-44c9-860f-53ab4e638235",b6d50805-d164-45e5-b63c-88b37a569c52,,d91c723f-f47b-4136-9e93-985b1ed256cb,dd2dda6e-cfd4-4030-9a91-a1a888c01b48,true,"[{ ""Type"": ""Text"", ""Title"": ""Quick Plan Note Title"", ""fieldName"": ""quick_plan_notes"", ""Required"": ""Y"", ""HelpText"": ""Quick Plan Notes""}]",,,false,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 06:02:08.854,2023-06-15 06:02:08.854,false,false,false
dca97cd7-943c-46b2-860a-af8440236c3f,"1f71f42e-2306-456a-9972-36dc31a1e375",b90b0bca-1ffc-4954-b30e-23453ee8a65e,,"69bf63c4-7626-49e6-a16a-e791d10bb79e","04d31a17-c9e0-4d26-abd2-57abba3340a8",true,"""[{\""Type\"":\""Text\"",\""Title\"":\""Quick Plan Note Title\"",\""fieldName\"":\""quick_plan_notes\"",\""Required\"":\""Y\"",\""HelpText\"":\""test\""}]""",,test,false,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-14 06:38:10.153,2023-06-14 06:38:10.153,false,false,false
"208b33b8-0f6e-4fc2-b94a-574e7c5fd486","2bc956d1-b746-4055-bef9-08b1ee78455c",b90b0bca-1ffc-4954-b30e-23453ee8a65e,,"65901be7-6c8a-41ff-be98-dba93cb50d36","52ab0bc4-b92f-44ee-9c21-3c9138852b79",true,"",,Continue to work on positive ways to cope with anxiety.,true,"4ccf43fc-53a3-4020-9db7-058cf15fa89e","4ccf43fc-53a3-4020-9db7-058cf15fa89e",2023-06-13 18:56:19.551,2023-06-13 18:56:19.551,false,false,false
a387e580-f799-4569-bf15-7847c6426068,c36a5174-fdd7-492a-b2c8-e942b0fc5b8d,"13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,"6de65e40-eeaf-4fb1-99fc-43b8cb45f353",c2ddf542-3418-4291-89b3-d33054943995,true,"",,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 06:48:01.711,2023-06-14 06:48:01.711,false,false,false
ba42a1d4-75da-4014-9d39-9b9d2cb97e39,fb44eef0-832f-423a-a967-aa5cb4f7a2af,"156ad061-f215-46fa-96e4-bfaa0c07ebfb",,"43609f6d-0e3d-4e64-9485-2efdcce8ac33",a5d313e7-dcba-4025-b812-e2caa3a24e65,true,"",,Cont IEP goals,true,a9d212cd-ff69-4e5c-b97a-0300bce58ff2,a9d212cd-ff69-4e5c-b97a-0300bce58ff2,2023-06-13 22:07:20.975,2023-06-13 22:07:20.975,false,false,false
"67b28ae2-33c9-483c-a7f4-ff7c996d7327","32e09583-abfd-4f8f-8bf0-2e3fbaa40dad","4ee9402a-e1c2-4ecd-a146-40d72b82da51",,"167ca364-83fa-4cc7-a1a1-80d9d6804e59","18b443d5-82dc-4803-979c-f4c264ea36ca",true,"",,,true,"93be822c-adae-4b68-9661-615842276d6b","93be822c-adae-4b68-9661-615842276d6b",2023-06-14 11:56:23.544,2023-06-14 11:56:23.544,false,false,false
"1e28e212-b6fb-4076-a207-e81ba60fbd3b",c36a5174-fdd7-492a-b2c8-e942b0fc5b8d,"13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,"423d57ec-cfe4-46c6-8eb7-cf8f4d7f9057",c2ddf542-3418-4291-89b3-d33054943995,true,"",,notes,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-15 04:39:12.577,2023-06-15 04:39:12.577,false,false,false
"217e24f1-f43d-4b23-9931-48c28b5dcecd","06de79e9-29df-44c9-860f-53ab4e638235",b6d50805-d164-45e5-b63c-88b37a569c52,,e845e6ea-5168-4dbc-8937-3c69a84e2a56,dd2dda6e-cfd4-4030-9a91-a1a888c01b48,true,"""[{\""Type\"":\""Text\"",\""Title\"":\""Quick Plan Note Title\"",\""fieldName\"":\""quick_plan_notes\"",\""Required\"":\""Y\"",\""HelpText\"":\""test\""}]""",,test,false,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-14 13:01:06.295,2023-06-14 13:01:06.295,false,false,false
eb6e582c-d47d-4f85-8432-3678e1ee7694,c36a5174-fdd7-492a-b2c8-e942b0fc5b8d,"13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,cc14498c-f635-4d8f-855b-adb9baa330c2,"881eee4c-1167-4d7e-aa76-46112f15348a",true,"""[{\""Type\"":\""Text\"",\""Title\"":\""Quick Plan Note Title\"",\""fieldName\"":\""quick_plan_notes\"",\""Required\"":\""Y\"",\""HelpText\"":\""Notes\""}]""",,Notes,false,"248978d1-e591-4614-9320-ce6020ebadff","248978d1-e591-4614-9320-ce6020ebadff",2023-06-14 06:59:07.066,2023-06-14 06:59:07.066,false,false,false
"9d4d593b-2d60-44a1-a2a1-1744f1faa4aa",eaef2fe6-a863-433c-93f2-83b0dab02fdf,"348a5dd0-c2ec-44b6-8566-baa64c754480",,"9202725f-9d39-4b39-a55e-ef3a404758bc","43659535-da00-47eb-8126-19e002728132",true,"",,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 07:06:33.799,2023-06-14 07:06:33.799,false,false,false
b046fa23-6b37-4a78-8b1b-5d011467203a,"1f71f42e-2306-456a-9972-36dc31a1e375",b90b0bca-1ffc-4954-b30e-23453ee8a65e,,"130cb793-2553-44e5-8a78-8dea09cccad3","04d31a17-c9e0-4d26-abd2-57abba3340a8",true,"""[{\""Type\"":\""Text\"",\""Title\"":\""Quick Plan Note Title\"",\""fieldName\"":\""quick_plan_notes\"",\""Required\"":\""Y\"",\""HelpText\"":\""test\""}]""",,test,false,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-14 06:28:16.258,2023-06-14 06:28:16.258,false,false,false
"72a1f727-858b-4d53-913f-acad3c890320","06de79e9-29df-44c9-860f-53ab4e638235",b6d50805-d164-45e5-b63c-88b37a569c52,,"34d56d2c-1749-4c9b-8f81-c9a527445740",dd2dda6e-cfd4-4030-9a91-a1a888c01b48,true,"[{ ""Type"": ""Text"", ""Title"": ""Quick Plan Note Title"", ""fieldName"": ""quick_plan_notes"", ""Required"": ""Y"", ""HelpText"": ""Quick Plan Notes""}]",,,false,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 04:44:39.094,2023-06-15 04:44:39.094,false,false,false
c1bb62b5-8386-4016-95c4-f885bde56cf2,"02b9ac76-a022-4bd8-a0b8-5374b4b442fe","13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,"6de65e40-eeaf-4fb1-99fc-43b8cb45f353","8db88e9e-d9be-4c5c-9ecb-f1a1283a2f70",true,"",,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:54:43.480,2023-06-14 13:54:43.480,false,false,false
"1a89e778-99f9-43b9-8720-950795b5011d",a0bf6500-e77c-4a3c-9fe8-9ede7cba2f76,"13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,"6de65e40-eeaf-4fb1-99fc-43b8cb45f353","928b014c-e589-49bc-8e2c-4dee47368f53",true,"""[{\""Type\"":\""Text\"",\""Title\"":\""Quick Plan Note Title\"",\""fieldName\"":\""quick_plan_notes\"",\""Required\"":\""Y\"",\""HelpText\"":null}]""",,,false,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:53:56.482,2023-06-14 13:53:56.482,false,false,false
e9af7ed2-a1c2-4a47-bc55-463b67597738,"06de79e9-29df-44c9-860f-53ab4e638235",b6d50805-d164-45e5-b63c-88b37a569c52,,"23b9c22c-48d2-4d8f-8a30-98b613b9c40d",dd2dda6e-cfd4-4030-9a91-a1a888c01b48,true,"""[{\""Type\"":\""Text\"",\""Title\"":\""Quick Plan Note Title\"",\""fieldName\"":\""quick_plan_notes\"",\""Required\"":\""Y\"",\""HelpText\"":null}]""",,,false,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-14 09:53:04.680,2023-06-14 09:53:04.680,false,false,false
a908db94-0f6e-4dee-af14-339f70eac964,"06de79e9-29df-44c9-860f-53ab4e638235",b6d50805-d164-45e5-b63c-88b37a569c52,,d4e437bb-ebe6-40da-8c09-cad50323738b,dd2dda6e-cfd4-4030-9a91-a1a888c01b48,true,"""[{\""Type\"":\""Text\"",\""Title\"":\""Quick Plan Note Title\"",\""fieldName\"":\""quick_plan_notes\"",\""Required\"":\""Y\"",\""HelpText\"":null}]""",,,false,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-14 18:13:44.591,2023-06-14 18:13:44.591,false,false,false
"64e29540-53da-4653-b056-432a8585105d",b0f63a68-deeb-4e23-b05b-9a2ed39efc04,"13d85b9f-f1ee-45d2-a556-f2ad5ad712de",,ef4bfd95-e04a-47e8-994e-a9b32d879237,d672b385-22fd-47eb-823c-123a69b78bb0,true,"",,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-19 04:49:25.953,2023-06-19 04:49:25.953,false,false,false
