"session_type_id","name","created_by","updated_by","created_at","updated_at"
ea0beade-b97a-4acc-b654-f4cdd6624b75,Quick Launch,da9c711f-8449-4baf-bbe9-865e3272d5d6,da9c711f-8449-4baf-bbe9-865e3272d5d6,2023-04-28 09:42:32.431,2023-04-28 09:42:32.431
"5b29bcfa-c1b4-4046-bb19-5dede5b65f33",Direct,da9c711f-8449-4baf-bbe9-865e3272d5d6,da9c711f-8449-4baf-bbe9-865e3272d5d6,2023-04-28 09:42:32.431,2023-04-28 09:42:32.431
