"caseload_id","provider_id","client_id","organization_id","status","created_by","updated_by","created_at","updated_at"
a2f34319-70bf-493a-b7ce-f291a4ece141,"1482fb1b-8dff-4194-b4de-18c0ba6b4283",c36a5174-fdd7-492a-b2c8-e942b0fc5b8d,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-12 05:52:33.260,2023-06-12 05:52:33.260
"1455fd06-f0e5-43ef-91df-6be31e95dd8c","6dce2a84-3a67-4636-ac25-92b37b407ceb","2298db82-e54a-4449-9213-ceede945b898","19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-13 12:02:38.938,2023-06-13 12:02:38.938
a125f755-8e56-4c8d-9d37-d34e2fc158f2,"6dce2a84-3a67-4636-ac25-92b37b407ceb","91f4fe7b-9041-435c-9f7e-41f1a90f1d7f","19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-13 12:02:38.938,2023-06-13 12:02:38.938
"81d94d67-bbe5-4741-868f-d4cb589df8b0","6dce2a84-3a67-4636-ac25-92b37b407ceb","823044e3-4d69-4309-b860-2752c153dad4","19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-13 12:02:38.938,2023-06-13 12:02:38.938
f2e43af2-3250-41be-bf2b-62990fb54e35,"6dce2a84-3a67-4636-ac25-92b37b407ceb",a0bf6500-e77c-4a3c-9fe8-9ede7cba2f76,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-13 12:02:38.938,2023-06-13 12:02:38.938
"2e78523d-f246-477a-86b7-24db91d66636","6dce2a84-3a67-4636-ac25-92b37b407ceb",c36a5174-fdd7-492a-b2c8-e942b0fc5b8d,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-13 12:02:38.938,2023-06-13 12:02:38.938
"022a52f3-5cbe-44db-9a29-8774b2c26fcb","6dce2a84-3a67-4636-ac25-92b37b407ceb","06de79e9-29df-44c9-860f-53ab4e638235","19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-13 12:02:38.938,2023-06-13 12:02:38.938
"8b9c1b03-61c8-4fe9-bd9c-6955fdac5450","248978d1-e591-4614-9320-ce6020ebadff",c8e8f6c6-2561-4f9d-80bf-4268cf261e4a,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,"248978d1-e591-4614-9320-ce6020ebadff","248978d1-e591-4614-9320-ce6020ebadff",2023-06-15 12:20:43.864,2023-06-15 12:20:43.864
"6c94e6f3-7960-488e-8865-1843e8fd850e","6dce2a84-3a67-4636-ac25-92b37b407ceb","98a073e0-054d-47a8-bff6-bcbbcc27634c","19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 12:23:44.118,2023-06-15 12:23:44.118
"4790ddb5-fa3a-4423-a1d6-5102e3c273b0","6dce2a84-3a67-4636-ac25-92b37b407ceb",ae9e8453-da77-495e-849f-c951fb9e7ff6,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-16 09:01:41.072,2023-06-16 09:01:41.072
ded54d5c-a342-47a9-af41-b866d9ac8bd9,"6dce2a84-3a67-4636-ac25-92b37b407ceb",b90f43c2-09e5-4b38-9afa-bc1ad455eb80,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-19 08:53:25.440,2023-06-19 08:53:25.440
eb5b10d6-cfbe-41a9-a12e-570ffd1a58dd,"248978d1-e591-4614-9320-ce6020ebadff","2298db82-e54a-4449-9213-ceede945b898","19572a50-02e4-4d64-ad28-bf86e97005b2",true,"248978d1-e591-4614-9320-ce6020ebadff","248978d1-e591-4614-9320-ce6020ebadff",2023-06-19 09:31:15.048,2023-06-19 09:31:15.048
eef955bb-0f59-46cb-8033-8d97f13186ed,"248978d1-e591-4614-9320-ce6020ebadff",a1013f08-b105-494e-aaff-0407b01ddfea,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,"248978d1-e591-4614-9320-ce6020ebadff","248978d1-e591-4614-9320-ce6020ebadff",2023-06-19 09:31:15.048,2023-06-19 09:31:15.048
"4ea6f22a-19a2-4996-a2a6-86419304595a",c1034e4d-e11a-4fd1-a52c-8d3022e628c8,c8e8f6c6-2561-4f9d-80bf-4268cf261e4a,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,2023-06-19 10:41:23.544,2023-06-19 10:41:23.544
"1734d778-4583-45f4-af24-aec34d801b2b",c1034e4d-e11a-4fd1-a52c-8d3022e628c8,"065f1153-d6c5-4a71-817d-0fab986c90fd","19572a50-02e4-4d64-ad28-bf86e97005b2",true,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,2023-06-19 10:41:23.544,2023-06-19 10:41:23.544
"9e8a7cdf-a994-4f11-ad56-4be820a5e0ed",c1034e4d-e11a-4fd1-a52c-8d3022e628c8,a1013f08-b105-494e-aaff-0407b01ddfea,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,2023-06-19 10:41:23.544,2023-06-19 10:41:23.544
b5dcbe74-8803-4aa3-b413-b829af4183a2,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,"823044e3-4d69-4309-b860-2752c153dad4","19572a50-02e4-4d64-ad28-bf86e97005b2",true,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,2023-06-19 10:41:23.544,2023-06-19 10:41:23.544
"6d157ff1-7df1-44f6-a0bb-f69259722dfb",c1034e4d-e11a-4fd1-a52c-8d3022e628c8,"91f4fe7b-9041-435c-9f7e-41f1a90f1d7f","19572a50-02e4-4d64-ad28-bf86e97005b2",true,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,2023-06-19 10:41:23.544,2023-06-19 10:41:23.544
"7673a07f-0e38-4cad-9f3a-197e258f2374",f05d5a9e-c9d1-4d6b-9210-eac93618323d,eaef2fe6-a863-433c-93f2-83b0dab02fdf,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-20 05:38:59.105,2023-06-20 05:38:59.105
"31f911ae-d5da-4757-bd30-4e448ccee17f","0dcda8dc-7989-459c-9ca4-8205bb59c457","06de79e9-29df-44c9-860f-53ab4e638235","19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-20 05:50:48.728,2023-06-20 05:50:48.728
cba2aabd-e18d-4296-a07b-e5cd88f81454,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,ecb058bc-1c95-492b-8c32-cd0bc0044b49,"19572a50-02e4-4d64-ad28-bf86e97005b2",true,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,c1034e4d-e11a-4fd1-a52c-8d3022e628c8,2023-06-20 09:49:47.477,2023-06-20 09:49:47.477
"1ee25cda-99b8-404b-8358-9013923583e4","6dce2a84-3a67-4636-ac25-92b37b407ceb","67c23861-9b46-4d49-90c5-00e1d32bb953","19572a50-02e4-4d64-ad28-bf86e97005b2",true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-20 13:38:05.368,2023-06-20 13:38:05.368
"7592550d-c92e-4434-98c4-1c41f938e582","547ede38-dc24-453a-8438-aad1b55a9bbc","217045da-3887-4986-9ab7-5c7d95c04e86",aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:06:13.822,2023-06-21 08:06:13.822
"77e3a392-6b39-4b6f-a0af-1d7dd58f178b","547ede38-dc24-453a-8438-aad1b55a9bbc","0ed875dc-6ec3-4b69-8928-6279c47f2d04",aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:06:13.822,2023-06-21 08:06:13.822
"0154ab64-280a-4ca8-b1db-7451e99bcafd","547ede38-dc24-453a-8438-aad1b55a9bbc",fcee54e0-afc3-4cb1-8f29-903fe9ce179b,aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:06:13.822,2023-06-21 08:06:13.822
f43d92cb-fed6-41a3-bdbe-7e4422982934,"547ede38-dc24-453a-8438-aad1b55a9bbc","49b4f857-1ca3-4dd3-bf4e-990f21f35c16",aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:06:13.822,2023-06-21 08:06:13.822
"3490c354-7e78-4c3c-beab-7c3b36c11581","547ede38-dc24-453a-8438-aad1b55a9bbc","52ed66c2-469b-4452-bbed-a7b1b6258dfb",aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:06:13.822,2023-06-21 08:06:13.822
f664abc5-6763-4da7-8b9b-a67b419b31a9,"547ede38-dc24-453a-8438-aad1b55a9bbc","0f69a785-2e68-4876-a988-b4610b701b2c",aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:06:13.822,2023-06-21 08:06:13.822
"5d0f5bc8-d541-4453-ae9d-21eebdecd013","547ede38-dc24-453a-8438-aad1b55a9bbc","0ee45c34-560a-472e-8ab7-1186a01ee062",aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:06:13.822,2023-06-21 08:06:13.822
"5c2d3ca0-3a90-4cd4-a6b1-14af5ba7efc4","547ede38-dc24-453a-8438-aad1b55a9bbc","74ed1467-ee19-491a-84ac-d2042d4db6e7",aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:06:13.822,2023-06-21 08:06:13.822
"4b6090fb-736c-40eb-8aab-411cf2a58af0","99434d8a-54db-4c11-946d-0c73fc92edab",fcee54e0-afc3-4cb1-8f29-903fe9ce179b,aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:14:41.096,2023-06-21 08:14:41.096
"41d488ee-5878-4379-9edc-4daf58204713","547ede38-dc24-453a-8438-aad1b55a9bbc",e85b3ab5-c2b9-4b65-9a66-df9b5ef96e1c,aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 08:43:18.848,2023-06-21 08:43:18.848
"506a38c8-c627-4de8-80a2-d680a4bd3a7a","547ede38-dc24-453a-8438-aad1b55a9bbc","2925a5e7-12d9-42a0-9556-77ae10e718d0",aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-21 11:32:59.223,2023-06-21 11:32:59.223
ed41f5c1-7db7-44c4-80c0-e89f5a504938,"547ede38-dc24-453a-8438-aad1b55a9bbc","3b87dbd9-8e01-4265-9777-e907dce79327",aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-22 07:12:58.727,2023-06-22 07:12:58.727
"7cbb5ddc-b5f6-435a-8fad-bdde23aef311","547ede38-dc24-453a-8438-aad1b55a9bbc",ed974ebf-7b02-4caf-b035-37f064429f1a,aaffe767-0d7c-4756-a882-db78c0b80f02,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-22 09:57:51.753,2023-06-22 09:57:51.753
