"session_goal_id","session_id","goal_id","plan_id","client_id","session_rate_id","present","activity","note","status","created_by","updated_by","created_at","updated_at","data_collection_type_id","positive","negative","neutral","achieved","target","time_in_seconds","min_rating","max_rating","percentage","goal_number","parent_goal_id","rating","frequency"
b1ac50c5-8410-43a6-87d7-c25fc0be4bef,"6de65e40-eeaf-4fb1-99fc-43b8cb45f353","608274d6-bb0d-4f7a-a1d3-55a507ca8327","8db88e9e-d9be-4c5c-9ecb-f1a1283a2f70","02b9ac76-a022-4bd8-a0b8-5374b4b442fe",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:54:43.480,2023-06-14 13:54:43.480,"6b7860ea-5a9c-4614-bdd1-36e1e924f92c",,,,,,,0,0,,2.3,"54337f98-913a-4662-bbbd-a622fa351277",,
baeee370-df52-4853-a4d7-7ddfa7923789,"6de65e40-eeaf-4fb1-99fc-43b8cb45f353",c842b019-9fa6-4e3b-be0d-31bf3b6456e5,"8db88e9e-d9be-4c5c-9ecb-f1a1283a2f70","02b9ac76-a022-4bd8-a0b8-5374b4b442fe",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:54:43.480,2023-06-14 13:54:43.480,c8521421-2822-4301-9edb-005ff2111e82,,,,,,,2,112,,2.4,"54337f98-913a-4662-bbbd-a622fa351277",,
"34104184-a235-410e-8871-4f7102424c52","6de65e40-eeaf-4fb1-99fc-43b8cb45f353","0f611715-d451-4d7d-b5d0-56394bf87cb6","8db88e9e-d9be-4c5c-9ecb-f1a1283a2f70","02b9ac76-a022-4bd8-a0b8-5374b4b442fe",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-14 13:54:43.480,2023-06-14 13:54:43.480,"274d0a55-0fb2-496b-9010-527fece976be",0,0,0,,,,0,0,0,2.5,"54337f98-913a-4662-bbbd-a622fa351277",,
"252bf093-3797-4ac7-9511-b6a8edf9aefc","130cb793-2553-44e5-8a78-8dea09cccad3",e2b35c8a-fb84-450b-b1a6-218d30342765,a12378a3-2f6f-4156-a914-79cf5a285a9c,fb841292-6222-44c7-a802-fc5ac3e6c5b3,dd944fed-9d09-43e7-b536-fbe8579e2522,false,flash cardsa,,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-13 05:30:56.086,2023-06-13 05:30:56.086,"3e316f12-a229-4eae-92d1-8ed64cca2029",,,,1,10,,,,10,1.0,,,
"1fed8090-6b1e-4c8b-9a1f-6e28515b8dba","130cb793-2553-44e5-8a78-8dea09cccad3","3c573b1e-990c-40ab-9276-2763924ee38b",a12378a3-2f6f-4156-a914-79cf5a285a9c,fb841292-6222-44c7-a802-fc5ac3e6c5b3,"73746298-b121-4aa1-a33a-d86c5bf7e1c3",false,flash cards,,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-13 05:30:56.086,2023-06-13 05:30:56.086,"1d42a188-37af-4530-9cd5-c69569cd65ce",,,,,,6755,,,,1.1,e2b35c8a-fb84-450b-b1a6-218d30342765,,
f2eae012-d42a-48f1-b4c2-912974772837,"130cb793-2553-44e5-8a78-8dea09cccad3",acc78046-032c-46db-bcda-5a486e13b9a0,a12378a3-2f6f-4156-a914-79cf5a285a9c,fb841292-6222-44c7-a802-fc5ac3e6c5b3,b2b964f5-2b66-498b-9fe5-935b788fce90,false,flash cards,,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-06-13 05:30:56.086,2023-06-13 05:30:56.086,c8521421-2822-4301-9edb-005ff2111e82,,,,,,,1,100,,2.0,,60,
"7efcaec7-731e-4c76-b5b6-0666db0bc582","1eedc83d-857e-4b49-b6ad-c559a103878a","207a2105-d173-4db9-8280-8271946a8f4c",c2ddf542-3418-4291-89b3-d33054943995,c36a5174-fdd7-492a-b2c8-e942b0fc5b8d,"4808ea3a-0268-4934-add2-8ad084e31b67",false,Flash Cards,,true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-20 05:10:13.676,2023-06-20 05:10:13.676,"3e316f12-a229-4eae-92d1-8ed64cca2029",,,,7,10,,,,70,1.0,,,
aba9151e-2ff8-4ae8-b9b2-9bbe7cc24f15,ef5dc92f-e3a9-47ff-ae1e-06a7dff8f0d7,ea6d9e3b-45cc-46bc-b471-b2fe785c4166,"5a4e5dd0-c9c5-4304-ae2f-91637fd49a1c","823044e3-4d69-4309-b860-2752c153dad4",,false,,,true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 04:50:42.599,2023-06-15 04:50:42.599,"274d0a55-0fb2-496b-9010-527fece976be",0,0,0,,,,,,0,1.0,,,
"81beee69-0a67-4445-a730-d90fa26ac599",ef5dc92f-e3a9-47ff-ae1e-06a7dff8f0d7,"3c26a402-a05f-4553-9294-9c083b4dde0e","5a4e5dd0-c9c5-4304-ae2f-91637fd49a1c","823044e3-4d69-4309-b860-2752c153dad4",,false,,,true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 04:50:42.599,2023-06-15 04:50:42.599,"3e316f12-a229-4eae-92d1-8ed64cca2029",,,,,,,,,,1.1,ea6d9e3b-45cc-46bc-b471-b2fe785c4166,,
"4ed80612-83e4-4e73-b0eb-38fd2df1cdf7","263af963-3d53-41e2-8f53-698ad9738cd5","9816ae3b-8871-4a95-b6b8-9a8628791d15",a5d313e7-dcba-4025-b812-e2caa3a24e65,fb44eef0-832f-423a-a967-aa5cb4f7a2af,,false,,,true,"8d547e8c-81c7-431a-b2b5-3dc95076ae70","8d547e8c-81c7-431a-b2b5-3dc95076ae70",2023-06-20 19:42:25.845,2023-06-20 19:42:25.845,"274d0a55-0fb2-496b-9010-527fece976be",,,,,,,,,,1.0,,,
"1c3a9a96-69c4-42ef-802a-6643e6c44906","5de73853-23a8-4860-a41c-3a92478fd318","04cc3eaa-f82d-4a74-85ad-1e23e0812e23",d7eb5bfb-5f65-4c1e-aa4c-c2e06ce7354a,"47e9dc78-fba1-4a19-ba1f-555d36ee6180",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 13:48:04.976,2023-06-21 13:48:04.976,"274d0a55-0fb2-496b-9010-527fece976be",,,,,,,,,,1.0,,,
"64e51249-c867-49b1-9eeb-58e5de8ec6e2","5de73853-23a8-4860-a41c-3a92478fd318","1e67e0a4-9324-42b1-8594-73d5b235e01c",d7eb5bfb-5f65-4c1e-aa4c-c2e06ce7354a,"47e9dc78-fba1-4a19-ba1f-555d36ee6180",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 13:48:04.976,2023-06-21 13:48:04.976,"1d42a188-37af-4530-9cd5-c69569cd65ce",,,,,,,,,,NaN,"04cc3eaa-f82d-4a74-85ad-1e23e0812e23",,
be409e49-c750-4e01-b6cd-8c1312d45a73,"5de73853-23a8-4860-a41c-3a92478fd318","5081fa05-4734-44f9-9cad-a1aa5558837a",d7eb5bfb-5f65-4c1e-aa4c-c2e06ce7354a,"47e9dc78-fba1-4a19-ba1f-555d36ee6180",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 13:48:04.976,2023-06-21 13:48:04.976,c8521421-2822-4301-9edb-005ff2111e82,,,,,,,1,100,,NaN,"04cc3eaa-f82d-4a74-85ad-1e23e0812e23",,
a103e9a8-ab97-458f-a352-52e9be117f00,"5de73853-23a8-4860-a41c-3a92478fd318",dd30457e-1aa9-410b-9af6-0e7305c39359,d7eb5bfb-5f65-4c1e-aa4c-c2e06ce7354a,"47e9dc78-fba1-4a19-ba1f-555d36ee6180",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 13:48:04.976,2023-06-21 13:48:04.976,"3e316f12-a229-4eae-92d1-8ed64cca2029",,,,,,,,,,NaN,"04cc3eaa-f82d-4a74-85ad-1e23e0812e23",,
"39ffa3ee-6eb5-4d6b-8820-3cac138fa840",e494a3fd-643c-44e1-bd2a-dbe86eb8282b,"1aedfdd8-7455-4982-bed3-d93a218998bc","9ef21b7e-596c-4c92-872f-2c4cdfd9153f",d4845d9d-a75f-4304-a5aa-aac6e86d181b,,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 14:49:37.635,2023-06-21 14:49:37.635,"1d42a188-37af-4530-9cd5-c69569cd65ce",,,,,,,0,0,,1.3,"8b1c1c5d-445c-4932-9784-4cc8c61c937d",,
a4dbc0d7-ae32-4fde-a141-45cb9b608142,e494a3fd-643c-44e1-bd2a-dbe86eb8282b,"1c2fed93-e1aa-43c6-b0d1-29c4c220084b","9ef21b7e-596c-4c92-872f-2c4cdfd9153f",d4845d9d-a75f-4304-a5aa-aac6e86d181b,,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 14:49:37.635,2023-06-21 14:49:37.635,c8521421-2822-4301-9edb-005ff2111e82,,,,,,,34,679,,1.1,"8b1c1c5d-445c-4932-9784-4cc8c61c937d",,
"53ba8e8a-b0a6-4676-8c96-1a6a39b83129",e494a3fd-643c-44e1-bd2a-dbe86eb8282b,"580d16a5-b6e5-4eb5-a2b7-cd3b0f1c800a","9ef21b7e-596c-4c92-872f-2c4cdfd9153f",d4845d9d-a75f-4304-a5aa-aac6e86d181b,,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 14:49:37.635,2023-06-21 14:49:37.635,c8521421-2822-4301-9edb-005ff2111e82,,,,,,,23,567,,2.0,,,
d282569c-6fc4-4a5d-842e-e291b6bc4045,e494a3fd-643c-44e1-bd2a-dbe86eb8282b,"6b47ae58-5eda-4f84-94fa-7f4e79679914","9ef21b7e-596c-4c92-872f-2c4cdfd9153f",d4845d9d-a75f-4304-a5aa-aac6e86d181b,,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 14:49:37.635,2023-06-21 14:49:37.635,"3e316f12-a229-4eae-92d1-8ed64cca2029",,,,,,,0,0,,1.2,"8b1c1c5d-445c-4932-9784-4cc8c61c937d",,
f91fb77f-ef76-4197-8f42-d9800deb2cbb,"86b357d5-55eb-4eaa-b408-03a7d15173a6","4221f436-6026-46f5-bb46-0cd97d2d46fa","07c4a2e0-32fd-4901-870a-795f1e529783","7090f2b6-d75b-46b5-959a-346d9c887e2a",,false,,,true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-07-14 12:35:55.762,2023-07-14 12:35:55.762,e8f6821a-0e92-42bd-83d7-a14fbf91546c,,,,,,,,,,1.0,,,
"9c81be68-c2a9-46e4-8496-1c89759bcb24",cd214dea-10dc-496d-8f50-6ee0b10fb016,"64b55ba6-9df6-4160-aaf4-3041f2d7e36d","182ed196-49aa-4060-9712-7e0f326c8a11",d6ea1050-cccb-4c5d-95a5-ab2d260afeac,"73746298-b121-4aa1-a33a-d86c5bf7e1c3",false,ertyuj435ytuj,,true,"547ede38-dc24-453a-8438-aad1b55a9bbc","547ede38-dc24-453a-8438-aad1b55a9bbc",2023-07-28 07:07:45.048,2023-07-28 07:07:45.048,"78699742-b7cd-49b2-af88-0c7a3e0f1fd6",,,,56,70,,,,80,1.3,ed14fe3c-74ce-4eed-aef3-9e0b86dafea2,,
a9a4841d-a521-4ee1-84b6-e50a9a88c4fe,b01a9716-95b1-4cce-a3f9-760013c3483b,"6d43fc67-b887-4c60-bfda-5e7747dbc518",c027d273-1a8c-4853-925c-2f66f1f38d5b,"60547f91-5c52-487d-8136-b0bc99fe3558",b2b964f5-2b66-498b-9fe5-935b788fce90,false,aa,,true,f4fd818c-9e3d-44a2-9cbe-4ea6e40b553e,f4fd818c-9e3d-44a2-9cbe-4ea6e40b553e,2023-07-27 08:52:30.939,2023-07-27 08:52:30.939,c4b0af1a-7053-4df6-99b1-21c16af60aa1,,,,,,6390,,,,1.0,,,
"31dc988e-7be6-4991-b777-22da50a47829",d1139a4b-939e-4ff1-a8f3-350cfa606bae,"7413f984-1a08-462f-ada4-8364d667aba6","43659535-da00-47eb-8126-19e002728132",eaef2fe6-a863-433c-93f2-83b0dab02fdf,,false,,,true,f05d5a9e-c9d1-4d6b-9210-eac93618323d,f05d5a9e-c9d1-4d6b-9210-eac93618323d,2023-06-14 07:28:26.758,2023-06-14 07:28:26.758,"3e316f12-a229-4eae-92d1-8ed64cca2029",,,,,,,,,,1.0,,,
c7afea25-62d4-4ddf-9276-dd9a271c1c14,"8abc00f1-d00e-4a28-be35-86eb763c4156",e39358e2-2eaa-4502-b1b3-5ada9dbd1e88,"7695d155-a5b6-4f46-a926-eb68e66c848e",cbe576be-43fb-4d33-b72c-94de71936713,"73746298-b121-4aa1-a33a-d86c5bf7e1c3",false,"BM 1.3: Benchmarks 1.3 for IEP plan
*Activity/Data Collection",,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:20:43.391,2023-06-22 05:20:43.391,"1d42a188-37af-4530-9cd5-c69569cd65ce",,,,,,3100,0,0,,1.3,"121cca6b-4d73-4f9a-b4d1-ae36fde8bc48",,
ec47d127-781e-45d7-b489-a4270a65c6dc,"8abc00f1-d00e-4a28-be35-86eb763c4156",f25d4db5-b37c-4b71-9317-3d144312dd1a,"7695d155-a5b6-4f46-a926-eb68e66c848e",cbe576be-43fb-4d33-b72c-94de71936713,eee50053-9670-4f8b-a2c3-8e8eafb2a5d8,false,"BM 1.4: Benchmarks 1.4 for IEP plan
*Activity/Data Collection",,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-22 05:20:43.391,2023-06-22 05:20:43.391,"3e316f12-a229-4eae-92d1-8ed64cca2029",,,,68,75,,0,0,91,1.4,"121cca6b-4d73-4f9a-b4d1-ae36fde8bc48",,
bafe95c5-a863-484c-b3a1-8e2aafecb356,e1bb2aed-132e-4a65-9121-29d0362de493,e23a49fe-0d9d-4735-b9f7-6f5bd5460678,a0ded12d-f614-48a0-af00-b72de974ac5c,"06de79e9-29df-44c9-860f-53ab4e638235",,false,,,true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-14 18:17:40.748,2023-06-14 18:17:40.748,"3e316f12-a229-4eae-92d1-8ed64cca2029",,,,,,,,,,1.0,,,
"951b8257-9754-42bc-8b6b-b91b1c488a9f","34d56d2c-1749-4c9b-8f81-c9a527445740","3c26a402-a05f-4553-9294-9c083b4dde0e","5a4e5dd0-c9c5-4304-ae2f-91637fd49a1c","823044e3-4d69-4309-b860-2752c153dad4",,false,,,true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 04:59:28.705,2023-06-15 04:59:28.705,"3e316f12-a229-4eae-92d1-8ed64cca2029",,,,,,,,,,1.1,ea6d9e3b-45cc-46bc-b471-b2fe785c4166,,
"91cd9abd-979c-4fae-b441-830fab4c7d5c","34d56d2c-1749-4c9b-8f81-c9a527445740",ea6d9e3b-45cc-46bc-b471-b2fe785c4166,"5a4e5dd0-c9c5-4304-ae2f-91637fd49a1c","823044e3-4d69-4309-b860-2752c153dad4",,false,,,true,"6dce2a84-3a67-4636-ac25-92b37b407ceb","6dce2a84-3a67-4636-ac25-92b37b407ceb",2023-06-15 04:59:28.705,2023-06-15 04:59:28.705,"274d0a55-0fb2-496b-9010-527fece976be",,,,,,,,,,1.0,,,
"8e580fb9-2a9d-44d0-9c06-fdb30dae25bc","058571b8-ae07-410c-888e-9f955305cfc2",fef3dda1-7df6-4d6c-bdff-bc5c9774a73f,e2425e38-6205-4703-946c-d7841bf7404b,"2e924ef5-4820-4657-9e0c-d07c0f28c114","4808ea3a-0268-4934-add2-8ad084e31b67",false,"Goal for IEP Plan
Activity/Data Collection 1",,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-19 06:08:35.522,2023-06-19 06:08:35.522,"274d0a55-0fb2-496b-9010-527fece976be",18,5,7,,,,,,78,1.0,,,
"7fc57099-df07-42d1-ad1b-e7e8500968a9","058571b8-ae07-410c-888e-9f955305cfc2","42bb0a70-83a9-45bf-a4fa-a7b7ad433bf8",e2425e38-6205-4703-946c-d7841bf7404b,"2e924ef5-4820-4657-9e0c-d07c0f28c114",eee50053-9670-4f8b-a2c3-8e8eafb2a5d8,false,Benchmarks for IEP Plan1.1,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-19 06:08:35.522,2023-06-19 06:08:35.522,"6b7860ea-5a9c-4614-bdd1-36e1e924f92c",,,,,,,0,0,,1.1,fef3dda1-7df6-4d6c-bdff-bc5c9774a73f,,
a517bb7f-3b84-47b6-b815-34f0f079fdd8,"058571b8-ae07-410c-888e-9f955305cfc2","04c7b2cf-40a8-4e01-b993-3a407e090670",e2425e38-6205-4703-946c-d7841bf7404b,"2e924ef5-4820-4657-9e0c-d07c0f28c114",adf75c44-28ca-41d3-917d-896000ca4c38,false,Benchmarks for IEP Plan1.2,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-19 06:08:35.522,2023-06-19 06:08:35.522,c8521421-2822-4301-9edb-005ff2111e82,,,,,,,345,567,,1.2,fef3dda1-7df6-4d6c-bdff-bc5c9774a73f,346,
b6fa8df6-b9e5-467e-b50e-cff5dd346865,"54e05643-02e8-4d7f-8ed2-a13007568abc","405b1454-37a3-4e09-afdc-7e92060dc259",a8001850-e777-4180-883d-8959a31d49e4,b7cd8236-f662-4b93-a3f3-e12d5095c468,,false,,,true,"1d14e719-5735-4480-9696-4fa417c1d9ee","1d14e719-5735-4480-9696-4fa417c1d9ee",2023-07-14 13:06:04.002,2023-07-14 13:06:04.002,"274d0a55-0fb2-496b-9010-527fece976be",,,,,,,,,,1.0,,,
"422c824c-b88c-4674-9855-6e0945108bff","54e05643-02e8-4d7f-8ed2-a13007568abc",faf2d710-788f-453c-8c6b-cbdf40123a36,a8001850-e777-4180-883d-8959a31d49e4,b7cd8236-f662-4b93-a3f3-e12d5095c468,,false,,,true,"1d14e719-5735-4480-9696-4fa417c1d9ee","1d14e719-5735-4480-9696-4fa417c1d9ee",2023-07-14 13:06:04.002,2023-07-14 13:06:04.002,"274d0a55-0fb2-496b-9010-527fece976be",,,,,,,,,,2.0,,,
"9d0db832-5d94-49f3-80fb-36a481d549d1",acf1b930-7d80-440e-8896-8d5947110f05,"11730804-ee53-464d-9247-a7f37f2eaf8a","19943229-f8e5-4362-ae16-7379d7374220","267f4767-9f07-4b03-a3b8-e13c4c2eb6c1",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 04:41:49.336,2023-06-21 04:41:49.336,"1d42a188-37af-4530-9cd5-c69569cd65ce",,,,,,,,,,1.2,c6a427b8-b1f7-4691-8430-fe40b61f405e,,
f6e8ff8e-d5cf-4054-ad54-cd4ce1a5e513,acf1b930-7d80-440e-8896-8d5947110f05,b1e8d6e8-8bfd-4fa4-97f8-67bac27470be,"19943229-f8e5-4362-ae16-7379d7374220","267f4767-9f07-4b03-a3b8-e13c4c2eb6c1",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 04:41:49.336,2023-06-21 04:41:49.336,"274d0a55-0fb2-496b-9010-527fece976be",,,,,,,,,,1.3,c6a427b8-b1f7-4691-8430-fe40b61f405e,,
"35c6f675-5306-4be5-9414-646c001b1fca",acf1b930-7d80-440e-8896-8d5947110f05,c6a427b8-b1f7-4691-8430-fe40b61f405e,"19943229-f8e5-4362-ae16-7379d7374220","267f4767-9f07-4b03-a3b8-e13c4c2eb6c1",,false,,,true,"1482fb1b-8dff-4194-b4de-18c0ba6b4283","1482fb1b-8dff-4194-b4de-18c0ba6b4283",2023-06-21 04:41:49.336,2023-06-21 04:41:49.336,c8521421-2822-4301-9edb-005ff2111e82,,,,,,,34,567,,1.0,,,
